anime_id,name,rating,type,episodes,date,adult,members,genres
41808,Shining Star: Saeroun Luna-Queen-ui Tansaeng!,Unknown,Movie,1,Unknown,0,56,"Fantasy, Music, School, Shoujo"
41812,Megami-ryou no Ryoubo-kun.,Unknown,TV,Unknown,Unknown,Unknown,0,"Harem, Comedy, Romance, Ecchi, Shounen"
41813,Kaijuu Step Wandabada 2nd Season,Unknown,TV,Unknown,Fall 2020,0,43,"Comedy, Kids"
41822,Moldiver Ex,Unknown,OVA,2,Unknown,Unknown,48,"Sci-Fi, Comedy"
41824,Soukou Seiki Ysphere: Ingyaku no Sennou Kaizou,5.73,OVA,2,Unknown,Rx - Hentai,901,Hentai
41833,Kyuuketsuki Sugu Shinu,Unknown,TV,Unknown,Unknown,Unknown,0,"Comedy, Supernatural, Vampire, Shounen"
41834,King's Raid: Ishi wo Tsugumono-tachi,5.58,TV,26,Fall 2020,Unknown,25312,"Action, Adventure, Magic, Fantasy"
41842,Shin Tennis no Ouji-sama: Hyoutei vs. Rikkai - Game of Future,Unknown,ONA,2,Unknown,0,74,"Game, Sports, School, Shounen"
41848,Isekai Harem Monogatari,7.59,OVA,Unknown,Unknown,Rx - Hentai,6034,"Fantasy, Harem, Hentai"
41851,The Girl and the Monster,Unknown,ONA,Unknown,Unknown,0,192,"Comedy, Horror"
41852,Teienu Theater in Kobe Opening,Unknown,Special,1,Unknown,0,128,Music
41853,Ievan Polkka,5.28,Music,1,Unknown,0,416,Music
41854,Sita Wihayeo,Unknown,ONA,1,Unknown,0,129,"Drama, Magic, Romance, Fantasy"
41877,Kamiarizuki no Kodomo,Unknown,Movie,1,Unknown,Unknown,0,"Mystery, Demons"
41884,Ling Jian Zun 4th Season,6.85,ONA,Unknown,Unknown,0,508,"Action, Romance, Fantasy"
41899,Ore dake Haireru Kakushi Dungeon,6.47,TV,12,Winter 2021,0,81975,"Action, Adventure, Harem, Ecchi, Fantasy"
41911,Hanyou no Yashahime: Sengoku Otogizoushi,6.86,TV,24,Fall 2020,0,41262,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Fantasy"
41912,Gu Xiong,Unknown,ONA,Unknown,Unknown,0,0,"Action, Slice of Life"
41913,Wuxian Shaonu 48,Unknown,ONA,12,Unknown,0,208,"Music, Fantasy"
41915,Zuihou de Zhaohuan Shi,Unknown,ONA,Unknown,Unknown,Unknown,0,"Action, Adventure, Harem, Drama, Fantasy"
41916,You Yao,6.82,ONA,12,Unknown,0,443,Comedy
41917,Min Diao Ju Yi Wen Lu,6.7,ONA,12,Unknown,Unknown,531,"Action, Adventure, Supernatural, Thriller"
41918,Juan Siliang,Unknown,ONA,Unknown,Unknown,Unknown,0,"Action, Fantasy"
41919,Mo Du Zhe,Unknown,ONA,Unknown,Unknown,Unknown,0,"Mystery, Drama"
41920,Dahua Zhi Shaonian You,Unknown,ONA,16,Unknown,0,209,Action
41923,Yi Nian Yong Heng,7.27,ONA,52,Unknown,0,1635,"Action, Comedy, Historical, Martial Arts, Fantasy"
41926,Sputnik da One,Unknown,Music,1,Unknown,0,69,"Comedy, Music, Sci-Fi, Space"
41930,Kamisama ni Natta Hi,6.86,TV,12,Fall 2020,0,105136,"Drama, Fantasy"
41939,Halzion,Unknown,Music,1,Unknown,0,97,Music
41945,Kizuna (2014),Unknown,Music,1,Unknown,0,60,"Music, Historical, Supernatural, Drama"
41946,Shuumatsu no Harem,Unknown,TV,Unknown,Unknown,Unknown,2,"Sci-Fi, Harem, Ecchi, Shounen"
41951,Mukashi Keibanashi 2nd Season,Unknown,TV,4,Spring 2020,0,82,"Comedy, Parody, Sports, Fantasy"
42004,Syupeo Sikeulis,Unknown,ONA,Unknown,Unknown,0,48,"Comedy, Supernatural, Romance"
42008,Kin no Makiba,Unknown,Movie,1,Unknown,0,31,"Fantasy, Music"
42009,Kin no Makiba (Music),Unknown,Music,1,Unknown,0,50,"Fantasy, Kids, Music"
42012,Kaze wa Fuiteru ka?,6.04,Music,1,Unknown,0,290,Music
42013,Man with a Mission Animated Short Movie,Unknown,ONA,1,Unknown,0,90,"Comedy, Music"
42014,Kowasugimasu.,Unknown,ONA,1,Unknown,0,114,"Comedy, Horror, Music"
42015,Kuku★Nenbutsu,Unknown,Music,1,Unknown,0,57,"Dementia, Music"
42030,Fate/kaleid liner Prisma☆Illya Movie: Licht - Namae no Nai Shoujo,Unknown,Movie,1,Unknown,Unknown,1,"Action, Magic, Fantasy"
42031,Muramata-san no Himitsu,6.38,OVA,2,Unknown,Rx - Hentai,3116,Hentai
42033,Jingju Mao,Unknown,TV,60,Unknown,0,25,"Action, Adventure, Comedy, Kids, Fantasy"
42042,Ojisan to Sakana,Unknown,Special,1,Unknown,0,61,Comedy
42044,Minegishi-san wa Ootsu-kun ni Tabesasetai,6.25,ONA,4,Unknown,0,416,Shounen Ai
42047,Sema Kuruoshii Ie,Unknown,ONA,1,Unknown,0,103,Horror
42048,Succubus Stayed Life The Animation,6.93,OVA,Unknown,Unknown,Rx - Hentai,2609,"Hentai, School"
42054,Chou Futsuu Toshi Kashiwa Densetsu,Unknown,ONA,10,Unknown,Unknown,142,"Comedy, Fantasy"
42055,Chou Futsuu Toshi Kashiwa Densetsu Z,Unknown,ONA,10,Unknown,Unknown,141,"Comedy, Fantasy"
42057,Kyoshin to Hyouka no Shiro,5.69,ONA,4,Unknown,0,920,"Mystery, Supernatural, Drama"
42061,Ichiman,Unknown,ONA,Unknown,Unknown,0,47,Comedy
42068,Utau Soccer Panda Mifanda,Unknown,TV,Unknown,Unknown,0,0,"Music, Slice of Life"
42070,Tian Yu 2nd Season: Cang Gu Zhi Ban,Unknown,ONA,13,Unknown,0,77,"Action, Adventure, Demons, Magic, Fantasy"
42071,Yuuki Yuuna wa Yuusha de Aru Churutto!,Unknown,TV,Unknown,Spring 2021,Unknown,0,"Slice of Life, Comedy, Drama, Magic, Fantasy"
42072,Kenja no Deshi wo Nanoru Kenja,Unknown,TV,Unknown,Unknown,Unknown,0,"Adventure, Fantasy"
42074,"Gon Movie: Gon, the Little Fox",Unknown,Movie,1,Unknown,0,129,Drama
42076,Inochi no Tabekata,7.69,Music,1,Unknown,1,1073,"Music, Horror, Supernatural"
42078,Hakugin,6.7,Music,1,Unknown,0,532,"Music, Drama"
42082,Yi Shijie Zhongyao Pu,6.13,ONA,40,Unknown,0,262,"Drama, Magic, Fantasy"
42090,Taeko no Nichijou 2nd Season,Unknown,TV,132,Summer 2020,0,112,Slice of Life
42091,Shingeki no Kyojin: Chronicle,7.68,Movie,1,Unknown,1,18349,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen"
42104,Gisoku no Moses,6.48,Music,1,Unknown,0,170,"Music, Supernatural"
42105,Tetopettenson (2009),Unknown,Music,1,Unknown,0,73,Music
42106,Jiang Ziya,7.11,Movie,1,Unknown,0,570,"Action, Adventure, Fantasy"
42109,Kabushikigaisha Global Market CMs,Unknown,Special,Unknown,Unknown,0,34,"Comedy, Slice of Life"
42111,Mouretsu 50 Ototarou,Unknown,ONA,6,Unknown,0,53,"Comedy, Parody"
42121,Kanashimi no Kodomo-tachi,Unknown,Music,1,Unknown,0,108,Music
42129,Bem Movie: Become Human,6.83,Movie,1,Unknown,Unknown,1950,"Action, Horror, Demons, Supernatural"
42132,Beng Huai Xinghe,Unknown,ONA,12,Unknown,1,105,"Action, Sci-Fi, Adventure"
42136,Pokemon Diamond & Pearl Atsumare! Pokemon Planet Center,6.35,Movie,1,Unknown,0,370,"Action, Adventure, Comedy, Kids, Fantasy"
42141,Kanojo ga Yatsu ni Idakareta Hi,5.89,OVA,Unknown,Unknown,Rx - Hentai,1465,Hentai
42142,X-Men Openings,Unknown,Special,2,Unknown,0,155,"Action, Super Power"
42143,Aya to Majo,5.95,Movie,1,Unknown,0,1138,Magic
42144,Jingju Mao Zhi Xinnian de Maoxian,Unknown,TV,52,Summer 2017,0,32,"Action, Adventure, Comedy, Kids, Fantasy"
42145,Hulaing Babies Aratame: Staying Babies,Unknown,TV,4,Summer 2020,0,253,"Slice of Life, Comedy"
42146,Jingju Mao Zhi Cheng Feng Polang,Unknown,TV,52,Summer 2018,0,32,"Action, Adventure, Comedy, Kids, Martial Arts, Fantasy"
42147,Jingju Mao Zhi Jiaota Shidi,Unknown,ONA,70,Unknown,0,28,"Action, Adventure, Comedy, Kids, Fantasy"
42148,Xin Jue,Unknown,ONA,13,Unknown,0,280,"Action, Sci-Fi, Adventure, Magic"
42149,Qiang Shen Ji: Tegong Shijie Pian,Unknown,ONA,12,Unknown,0,109,"Action, Sci-Fi"
42151,Qiang Shen Ji: Xuezu Mishi Pian,Unknown,ONA,12,Unknown,0,98,"Action, Sci-Fi"
42156,Zetsubou Funsai Shoujo ∞ Amida,6.55,Music,1,Unknown,0,228,"Action, Super Power, Drama, Fantasy"
42158,Wangu Xian Qiong IV: Yin Yue Cheng Pian,Unknown,ONA,12,Unknown,0,125,"Action, Adventure, Fantasy"
42161,Zuruggu to Mimikkyu,6.66,ONA,1,Unknown,0,1751,Comedy
42163,Arknights,Unknown,ONA,Unknown,Unknown,0,105,"Action, Game, Fantasy"
42168,BIGOTRE Capture Mission,Unknown,ONA,3,Unknown,0,100,Game
42170,Mottainai Baasan,Unknown,ONA,4,Unknown,0,58,Slice of Life
42172,Dase! Ikevo Gakuen,Unknown,ONA,4,Unknown,0,62,"Comedy, Romance"
42176,Huyao Xiao Hongniang: Jin Chenxi,6.98,ONA,10,Unknown,0,627,"Comedy, Historical, Supernatural, Drama, Romance"
42178,Mi Bao Zhi Guo,Unknown,ONA,Unknown,Unknown,Unknown,0,"Sci-Fi, Mystery, Fantasy"
42179,Lalalacoco II,Unknown,TV,Unknown,Summer 2020,0,44,"Comedy, Kids, Slice of Life"
42181,Shingata Jii (5-daime) LT-AM-3501,Unknown,Special,5,Unknown,0,61,Comedy
42183,San Jian Hao Zhi Ban Mian Ren,Unknown,ONA,12,Unknown,Unknown,61,"Action, Adventure, Romance, Martial Arts, Fantasy"
42187,Wu Shang Shen Di,7.11,ONA,64,Unknown,0,710,"Action, Adventure, Supernatural, Magic"
42191,RGB Adventure Recaps,Unknown,Special,2,Unknown,0,23,"Sci-Fi, Adventure, Fantasy"
42192,Edens Zero,Unknown,TV,Unknown,Spring 2021,0,6,"Action, Sci-Fi, Adventure, Comedy, Fantasy, Shounen"
42194,Katarina to Manabou,5.81,ONA,9,Unknown,0,1455,Comedy
42199,We are Bulletproof: The Eternal,Unknown,Music,1,Unknown,0,134,Music
42203,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,8.64,TV,12,Winter 2021,1,220523,"Psychological, Drama, Thriller, Fantasy"
42205,Shaman King (2021),Unknown,TV,Unknown,Spring 2021,0,7,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen"
42206,Nu Wushen de Canzhuo II,6.82,ONA,8,Unknown,0,1317,"Slice of Life, Comedy"
42208,Oshiri Mae Man,Unknown,ONA,2,Unknown,0,68,"Comedy, Super Power"
42209,Xixing Ji Zhi Zaijian Wukong,Unknown,Movie,1,Unknown,0,109,"Action, Adventure, Historical, Martial Arts, Fantasy"
42211,Original Eigakan Manner Eizou,Unknown,Special,1,Unknown,0,94,"Comedy, Parody"
42214,Kongjwi & Patjwi,Unknown,Movie,1,Unknown,0,23,"Romance, Fantasy"
42215,Ujudaejang Aekkunun,Unknown,Movie,1,Unknown,0,16,"Action, Sci-Fi, Adventure, Space"
42220,Condom Battler Gorou,5.51,ONA,4,Unknown,0,251,"Action, Parody"
42223,Oujo & Onna Kishi W Do Gehin Roshutsu,5.75,OVA,Unknown,Unknown,Rx - Hentai,1358,"Hentai, Fantasy"
42224,Shikiyoku Infinite,6.39,OVA,Unknown,Unknown,Rx - Hentai,2093,Hentai
42228,Junkers Come Here Pilot Film,Unknown,Special,1,Unknown,0,95,Slice of Life
42233,Suirin: Karma (Ni),Unknown,Movie,1,Unknown,0,61,"Music, Dementia"
42234,Ringo to Shoujo,Unknown,Movie,1,Unknown,0,61,Dementia
42238,Ani ni Tsukeru Kusuri wa Nai! 4,7.49,ONA,12,Unknown,0,6539,"Slice of Life, Comedy, School"
42246,S=13,Unknown,Movie,1,Unknown,0,69,Dementia
42247,Oumagatoki,Unknown,Movie,1,Unknown,1,70,"Music, Dementia"
42248,Eizou (Kage),Unknown,Movie,1,Unknown,0,62,"Dementia, Music"
42249,Tokyo Revengers,Unknown,TV,Unknown,Spring 2021,Unknown,6,"Action, Drama, School, Shounen"
42250,Bungou Stray Dogs Wan!,7.74,TV,12,Winter 2021,0,19334,"Slice of Life, Comedy, Supernatural"
42256,Tonbo,Unknown,Movie,1,Unknown,1,51,"Dementia, Music"
42257,Gavora,Unknown,Movie,1,Unknown,1,64,"Dementia, Music"
42258,Spin,Unknown,Movie,1,Unknown,0,38,"Dementia, Music"
42260,Ninja Collection,3.84,TV,13,Summer 2020,Unknown,6282,Supernatural
42262,Enoshimans Spin-off: Kurage no Soudan,Unknown,Special,3,Unknown,0,60,Comedy
42263,Konglong Baobei Zhi Longshen Yongshi 2,Unknown,TV,52,Unknown,0,19,"Action, Sci-Fi, Adventure, Comedy, Kids"
42264,Konglong Baobei Zhi Longshen Yongshi 3,Unknown,TV,52,Unknown,0,20,"Action, Sci-Fi, Adventure, Comedy, Kids"
42266,Wu Dong Qian Kun 2nd Season,7.6,ONA,12,Unknown,0,1078,"Action, Adventure, Historical, Romance, Martial Arts, Fantasy"
42267,Dubu Xiaoyao,6.43,ONA,80,Unknown,0,517,"Action, Martial Arts"
42268,Shouxi Yu Ling Shi,6.52,ONA,40,Unknown,0,335,"Action, Fantasy"
42271,Line,Unknown,Movie,1,Unknown,0,43,Dementia
42272,Karasu,Unknown,Movie,1,Unknown,0,42,Dementia
42274,Kidou,Unknown,Movie,1,Unknown,0,39,Dementia
42275,Miminari,Unknown,Movie,1,Unknown,1,41,Dementia
42276,Rain: Memory of Cloud. 1,Unknown,Movie,1,Unknown,1,45,Dementia
42277,Yellow Fish,Unknown,Movie,1,Unknown,1,42,Dementia
42278,The Third Eye,Unknown,Movie,1,Unknown,1,45,Dementia
42279,Wind,Unknown,Movie,1,Unknown,0,42,Dementia
42280,Lotus,Unknown,Movie,1,Unknown,0,45,Dementia
42281,Zap Cat,Unknown,Movie,1,Unknown,1,48,Dementia
42282,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,Unknown,TV,Unknown,Summer 2021,0,2,"Comedy, Drama, Romance, Fantasy, School"
42284,Yuan Long,7.27,ONA,16,Unknown,0,1006,"Action, Adventure, Fantasy"
42285,Shi Zhi Ge: Hua Yu Yan De Kuangxiang Shi,Unknown,ONA,13,Unknown,0,487,"Action, Fantasy"
42286,Heukkkokdujanggun,Unknown,Special,1,Unknown,0,16,"Drama, Fantasy"
42290,Ling Long: Incarnation Part 2,7.35,ONA,6,Unknown,1,425,"Action, Sci-Fi, Horror, Demons, Drama, Thriller"
42291,Xian Feng Jian Yu Lu,Unknown,ONA,70,Unknown,Unknown,365,"Action, Supernatural, Fantasy"
42293,Qiang Shen Ji: Shenhai Xianluo Pian,Unknown,ONA,Unknown,Unknown,0,0,"Action, Sci-Fi"
42295,Fushigi Dagashiya: Zenitendou,Unknown,TV,Unknown,Fall 2020,Unknown,327,"Mystery, Kids"
42296,Fushigi Dagashiya: Zenitendou Movie - Tsuri Taiyaki,Unknown,Movie,1,Unknown,Unknown,61,"Kids, Mystery"
42302,Da Wang Bu Gaoxing 2,Unknown,ONA,12,Unknown,0,273,"Comedy, Demons, Magic, Fantasy, School"
42307,Subarashiki Kono Sekai The Animation,Unknown,TV,Unknown,Spring 2021,Unknown,1,"Action, Adventure"
42310,Cyberpunk: Edgerunners,Unknown,ONA,10,Unknown,Unknown,1,Sci-Fi
42314,Who Am I?,Unknown,Music,1,Unknown,0,73,Music
42317,Cosmos Trailer,Unknown,ONA,1,Unknown,Unknown,154,"Music, Slice of Life"
42319,Mei Chuxi de Yinyangshi Yijia 2,Unknown,ONA,12,Unknown,0,177,"Slice of Life, Comedy, Historical, Demons, Supernatural"
42320,Liu Yi Chuanqi,Unknown,ONA,26,Unknown,0,157,"Action, Comedy, Fantasy"
42321,Battle Athletess Daiundoukai ReSTART!,Unknown,TV,Unknown,Spring 2021,Unknown,0,"Action, Sci-Fi, Adventure, Comedy, Sports, School"
42323,Nanjung Ilgi,Unknown,Movie,1,Unknown,0,13,"Historical, Military"
42324,Uwaki to Honki The Animation,6.44,OVA,1,Unknown,Rx - Hentai,2068,Hentai
42328,Represent Chikyuu Korabo Anime,Unknown,ONA,2,Unknown,0,51,Comedy
42330,Sansan de Ezuoju Chufang,Unknown,ONA,10,Unknown,Unknown,40,"Slice of Life, Comedy"
42331,Renlei Bowuguan,Unknown,ONA,36,Unknown,Unknown,55,"Slice of Life, Comedy"
42332,Mengyou Dunhuang,Unknown,ONA,5,Unknown,Unknown,61,"Comedy, Historical, Fantasy"
42333,Qing Chi Hong Xiaodou Ba! 4th Season,Unknown,ONA,12,Unknown,0,58,"Slice of Life, Comedy"
42340,Meikyuu Black Company,Unknown,TV,Unknown,Summer 2021,Unknown,2,"Comedy, Fantasy"
42343,Uchuu no Kishi Tekkaman Blade II: Virgin Memory,Unknown,Special,1,Unknown,1,82,"Action, Military, Sci-Fi, Adventure, Space, Drama, Mecha"
42344,"Ame wo Matsu,",7.63,Music,1,Unknown,0,1438,Music
42345,Get Up! Get Live! #GeraGera Episode 0,Unknown,ONA,1,Unknown,Unknown,136,"Slice of Life, Comedy"
42346,Hakata Bus Terminal Gorou,Unknown,ONA,Unknown,Unknown,0,35,Comedy
42347,Hakata Bus Terminal Blues,Unknown,Music,1,Unknown,0,63,"Comedy, Music"
42351,Senpai ga Uzai Kouhai no Hanashi,Unknown,TV,Unknown,Unknown,Unknown,1,"Comedy, Romance"
42354,Fusuma no Oku,Unknown,Movie,1,Unknown,1,63,Dementia
42357,Dai 13-kai Indies Anime Festa OP,Unknown,Special,1,Unknown,0,64,"Comedy, Music"
42358,Real Koke-kun,Unknown,ONA,1,Unknown,0,54,Comedy
42359,Zhen Hun Jie: Bei Luo Shi Men Pian Part 2,Unknown,ONA,7,Unknown,0,0,"Action, Supernatural"
42361,"Ijiranaide, Nagatoro-san",Unknown,TV,Unknown,Spring 2021,Unknown,19,"Slice of Life, Comedy, Romance"
42364,Re:Zero kara Hajimeru Break Time 2nd Season,7.12,Special,Unknown,Unknown,0,8177,"Adventure, Comedy, Parody, Fantasy"
42366,Yasai no Yousei: N.Y. Salad The Movie,Unknown,Movie,1,Unknown,0,22,"Kids, Fantasy"
42367,Yasai no Yousei: N.Y. Salad Special,Unknown,Special,1,Unknown,0,21,"Cars, Fantasy, Kids"
42372,Xiao Hua Xian 4th Season: Shou Hu Tian Shi 2,Unknown,ONA,40,Unknown,0,33,"Kids, Magic"
42373,Xiao Hua Xian 5th Season: Si Shi Huayu - Chun Xia,Unknown,ONA,26,Unknown,0,29,"Kids, Magic"
42378,We Two,Unknown,Music,1,Unknown,0,115,Music
42380,Re:I Am,6.28,Music,1,Unknown,0,207,"Music, Romance, Space"
42381,Yuki no Furu Machi,Unknown,Music,1,Unknown,0,99,"Music, Romance"
42383,Konbini Shoujo Z,Unknown,OVA,Unknown,Unknown,Rx - Hentai,0,Hentai
42385,The iDOLM@STER Million Live!,Unknown,TV,Unknown,Unknown,0,0,Music
42387,"Hataraku Saibou!!: Saikyou no Teki, Futatabi. Karada no Naka wa ""Chou"" Oosawagi!",7.18,Movie,1,Unknown,0,1895,"Action, Comedy, Shounen"
42391,Osomatsu-san 3rd Season,7.42,TV,25,Fall 2020,1,7262,"Comedy, Parody"
42392,Grisaia: Phantom Trigger The Animation - Stargazer,6.9,Movie,1,Unknown,1,1656,"Action, School"
42395,Shakunetsu Kabaddi,Unknown,TV,Unknown,Spring 2021,Unknown,0,Sports
42414,Eternity: Shinya no Nurekoi Channel ♡,5.58,TV,12,Fall 2020,1,1580,"Ecchi, Romance"
42422,Healin' Good♡Precure Movie: Yume no Machi de Kyun! Tto GoGo! Dai Henshin!!,Unknown,Movie,1,Unknown,0,1,"Action, Magic, Fantasy, Shoujo"
42423,Date A Bullet: Nightmare or Queen,7.47,Movie,1,Unknown,0,10583,Sci-Fi
42429,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,Unknown,TV,Unknown,Unknown,0,0,"Slice of Life, Fantasy"
42431,Kachou Fuugetsu,Unknown,Music,1,Unknown,0,101,"Music, Romance"
42432,Kyou kara Omoide,6.53,Music,1,Unknown,0,158,"Drama, Music"
42433,Nemuri no Mori,Unknown,Music,1,Unknown,0,98,"Adventure, Music"
42435,Polaris,Unknown,Music,1,Unknown,0,108,"Music, Romance"
42436,Kimi wo Matsu,Unknown,Music,1,Unknown,0,106,"Drama, Music"
42438,Everlasting Snow,Unknown,Music,1,Unknown,0,128,"Drama, Music"
42439,Mine,Unknown,Music,1,Unknown,0,113,"Drama, Music"
42442,Omoide wa Kireide,Unknown,Music,1,Unknown,0,103,"Drama, Music"
42443,Bai Gui Youeryuan,Unknown,ONA,10,Unknown,Unknown,117,Comedy
42444,Bai Gui Youeryuan 2nd Season,Unknown,ONA,12,Unknown,Unknown,86,Comedy
42445,Bai Gui Youeryuan 3rd Season,Unknown,ONA,12,Unknown,Unknown,86,Comedy
42446,Menghuan Shuyuan,Unknown,ONA,14,Unknown,Unknown,43,"Comedy, Fantasy"
42447,Menghuan Shuyuan: Youxue Ji,Unknown,ONA,14,Unknown,Unknown,40,"Comedy, Fantasy"
42448,Menghuan Shuyuan 3rd Season,Unknown,ONA,14,Unknown,Unknown,44,"Comedy, Fantasy"
42454,Fei Ren Zai 2nd Season,Unknown,ONA,12,Unknown,0,168,"Slice of Life, Comedy, Supernatural"
42455,Fei Ren Zai 3rd Season,Unknown,ONA,12,Unknown,0,134,"Slice of Life, Comedy, Supernatural"
42456,Wu Sheng Guan Gong,Unknown,Movie,1,Unknown,Unknown,35,"Action, Historical"
42457,Gonfu Tu Yu Cai Bao Gou,Unknown,ONA,12,Unknown,0,31,Comedy
42458,Gonfu Tu Yu Cai Bao Gou 2nd Season,Unknown,ONA,10,Unknown,0,36,Comedy
42460,Xing You Ji: Fengbao Famila 2,Unknown,ONA,1,Unknown,Unknown,50,"Action, Sci-Fi, Adventure"
42463,Xiao Cangshu Di Di de Chi Bo Richang,Unknown,ONA,52,Unknown,Unknown,41,"Slice of Life, Comedy"
42465,Guan Hai Ce Zhi Tie Qi Xiong Guan,Unknown,ONA,16,Unknown,Unknown,56,"Action, Military, Historical, Martial Arts, Fantasy"
42466,Hei Mao Jing Zhan Zhi Fei Cui Zhi Xing,Unknown,Movie,1,Unknown,0,19,"Action, Adventure, Comedy, Police, Kids"
42468,Zhandou Wang Zhi Jufeng Zhan Hun 5,Unknown,TV,26,Fall 2018,0,34,"Action, Kids"
42476,Detective Conan: The Burning Galactic Railway,Unknown,Movie,1,Unknown,0,162,"Adventure, Mystery, Kids"
42481,A Day Before Us,7.2,ONA,19,Unknown,0,2114,Romance
42482,Seizei Ganbare! Mahou Shoujo Kurumi 3rd Season,Unknown,TV,Unknown,Fall 2020,0,173,"Parody, Magic"
42483,Iikaereba,Unknown,Music,1,Unknown,0,57,"Music, Romance"
42484,Tsumamareru Koma,Unknown,Movie,1,Unknown,0,61,"Dementia, Drama"
42485,Miao Xiansheng,Unknown,Movie,1,Unknown,Unknown,89,"Adventure, Drama, Fantasy"
42486,Shadowverse (TV) Recaps,5.76,Special,2,Unknown,0,334,"Game, Fantasy"
42487,Runway de Waratte Mini Anime,5.66,ONA,42,Unknown,0,516,Comedy
42488,Wasureta Furi wo Shite,Unknown,Movie,1,Unknown,0,99,Slice of Life
42491,Kamen Rider Zero-One: Short Anime - Everyone's Daily Life,Unknown,ONA,4,Unknown,0,146,Slice of Life
42496,Douluo Dalu: Hao Tian Yang Wei,8.06,ONA,13,Unknown,0,2738,"Action, Adventure, Historical, Supernatural, Martial Arts, Fantasy"
42497,Douluo Dalu: Qian Hua Xi Jin,8.15,ONA,13,Unknown,0,2625,"Action, Adventure, Historical, Romance, Martial Arts, Fantasy"
42498,Douluo Dalu: Xiaowu Juebie,8.24,ONA,Unknown,Unknown,0,2759,"Action, Adventure, Historical, Romance, Martial Arts, Fantasy"
42500,Tadaima! Chibi Godzilla,Unknown,ONA,12,Unknown,0,94,"Slice of Life, Fantasy"
42501,Hello Kitty no Kaguya-hime (2001),Unknown,OVA,1,Unknown,0,102,"Kids, Fantasy"
42506,World Witches Hasshin Shimasu!,5.97,TV,12,Winter 2021,Unknown,2157,"Military, Comedy"
42507,Mamoru Hikitsugu Watashitachi no Kurashi,Unknown,ONA,1,Unknown,0,109,"Music, Slice of Life"
42514,Anime Kapibara-san,6.48,TV,Unknown,Fall 2020,0,1654,"Comedy, Kids"
42516,Cardfight!! Vanguard: overDress,Unknown,TV,12,Spring 2021,0,0,"Action, Game"
42517,Ookami-san wa Taberaretai,5.61,TV,3,Summer 2020,1,5253,"Romance, Ecchi"
42519,Bokutachi wa Benkyou ga Dekinai!: Chapel no Kane wa [X] wo Shukufuku Suru,7.32,OVA,1,Unknown,0,13625,"Harem, Comedy, Romance, Shounen"
42522,Saikyou Kamizmode!,Unknown,ONA,Unknown,Unknown,Unknown,88,Action
42526,Teiketsu Bolt,Unknown,Music,1,Unknown,0,88,Music
42540,Pittarazu,Unknown,OVA,10,Unknown,0,26,Comedy
42542,Pittarazu Gekijou Manner CM,Unknown,Special,9,Unknown,0,34,Comedy
42546,Hulaing Babies Aratame - Staying Babies: Chikyuu wo Mamore! Staying Babies with Yuusha Hayami-san,Unknown,ONA,1,Unknown,0,124,"Slice of Life, Comedy"
42547,U-turn wa Wakai Uchi ni Shiro!,Unknown,ONA,3,Unknown,0,56,Comedy
42550,Huanji 45 Miao,Unknown,ONA,Unknown,Unknown,Unknown,40,"Action, Music, Sci-Fi"
42562,Kyokou Uranai,6.17,ONA,12,Unknown,0,1882,Supernatural
42563,Take It Easy,Unknown,Music,1,Unknown,0,64,Music
42568,Yakunara Mug Cup mo,Unknown,TV,Unknown,Spring 2021,Unknown,1,Slice of Life
42571,Dogeza de Tanondemita,5.72,TV,12,Fall 2020,0,20378,"Comedy, Ecchi, Fantasy"
42584,Showtime,Unknown,Music,1,Unknown,0,69,"Demons, Music"
42585,Black Cat,Unknown,Movie,1,Unknown,1,53,"Dementia, Music"
42587,Yuuki Yuuna wa Yuusha de Aru: Dai Mankai no Shou,Unknown,TV,Unknown,Unknown,0,1,"Slice of Life, Drama, Magic, Fantasy"
42590,Mashiro no Oto,Unknown,TV,Unknown,Spring 2021,Unknown,2,"Music, Drama, School"
42591,Toshoshitsu no Kanojo: Seiso na Kimi ga Ochiru made - The Animation,5.38,OVA,2,Unknown,Rx - Hentai,1447,Hentai
42592,Kaa-chan no Tomodachi ni Shikotteru Tokoro Mirareta. The Animation,6.66,OVA,1,Unknown,Rx - Hentai,2022,Hentai
42593,Kesshouban: Eigakan e Iku,Unknown,Movie,1,Unknown,Unknown,426,Comedy
42600,Never Giving Up!,6.56,Music,1,Unknown,0,960,Music
42601,Opette,Unknown,Special,1,Unknown,0,53,"Music, Dementia"
42603,Boku no Hero Academia: Ikinokore! Kesshi no Survival Kunren,7.1,ONA,2,Unknown,0,59079,"Action, Shounen, Super Power"
42612,Yume Miru Jump,Unknown,Music,1,Unknown,0,41,"Kids, Music"
42616,Curry to Ieba,Unknown,Music,1,Unknown,0,55,Music
42617,Tokimeki,Unknown,Music,1,Unknown,0,54,Music
42618,White Lily Light,Unknown,Music,1,Unknown,0,54,Music
42619,Jyou Jyou,Unknown,Music,1,Unknown,0,53,"Kids, Music"
